Country,Sport,WeightedGold,WeightedSilver,WeightedBronze,TotalAthletes,AppearanceYears,LastParticipation,MedalImpact,ParticipationImpact,RecencyImpact,NormMedal,NormParticipation,NormRecency,WeightMedal,WeightParticipation,WeightRecency,ImpactScore
CUB,Rugby Sevens,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
CUB,Skateboarding,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
CUB,Sport Climbing,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
CUB,Surfing,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
CUB,Tennis,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
CUB,Trampoline Gymnastics,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
CUB,Trampolining,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
CUB,Triathlon,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
CUB,Tug-Of-War,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
CYP,Athletics,0.0,0.0,0.0,74.0,11,2024.0,0.0,4.317488,1.0,-0.193143334709392,2.5302843377293063,2.3455302092940844,0.7,0.25,0.05,0.6146472606004564
CYP,Sailing,0.0,2.0,0.0,33.0,11,2024.0,4.0,3.5263605,1.0,-0.08938330796535987,1.976649004898507,2.3455302092940844,0.7,0.25,0.05,0.548870446113579
CYP,Swimming,0.0,0.0,0.0,37.0,10,2024.0,0.0,3.637586,1.0,-0.193143334709392,2.0544852711188195,2.3455302092940844,0.7,0.25,0.05,0.4956974939478347
CYP,Shooting,0.0,0.0,0.0,28.0,11,2024.0,0.0,3.3672957,1.0,-0.193143334709392,1.8653346383647245,2.3455302092940844,0.7,0.25,0.05,0.4484098357593109
CYP,Artistic Gymnastics,0.0,0.0,0.0,15.0,2,2024.0,0.0,2.7725887,1.0,-0.193143334709392,1.4491555281833461,2.3455302092940844,0.5,0.25,0.05,0.38299372515584473
CYP,Judo,0.0,0.0,0.0,13.0,6,2024.0,0.0,2.6390574,1.0,-0.193143334709392,1.3557095963179004,2.3455302092940844,0.7,0.25,0.05,0.3210035752476049
CYP,Gymnastics,0.0,0.0,0.0,6.0,1,2016.0,0.0,1.9459101,0.5,-0.193143334709392,0.8706414512837515,0.5988408817632945,0.5,0.25,0.05,0.1510307395544066
CYP,Rhythmic Gymnastics,0.0,0.0,0.0,4.0,3,2024.0,0.0,1.609438,1.0,-0.193143334709392,0.6351764598755437,2.3455302092940844,0.7,0.25,0.05,0.14087029113701577
CYP,Cycling Road,0.0,0.0,0.0,2.0,2,2024.0,0.0,1.0986123,1.0,-0.193143334709392,0.2776979814580465,2.3455302092940844,0.5,0.25,0.05,0.09012933847451984
CYP,Cycling,0.0,0.0,0.0,4.0,4,2016.0,0.0,1.609438,0.5,-0.193143334709392,0.6351764598755437,0.5988408817632945,0.7,0.25,0.05,0.053535824760476275
CYP,Fencing,0.0,0.0,0.0,1.0,1,2024.0,0.0,0.6931472,1.0,-0.193143334709392,-0.006048656649228138,2.3455302092940844,0.5,0.25,0.05,0.019192678947701186
CYP,Archery,0.0,0.0,0.0,2.0,2,2008.0,0.0,1.0986123,0.2,-0.193143334709392,0.2776979814580465,-0.4491727147551792,0.5,0.25,0.05,-0.04960580772794334
CYP,Tennis,0.0,0.0,0.0,2.0,2,2012.0,0.0,1.0986123,0.2,-0.193143334709392,0.2776979814580465,-0.4491727147551792,0.5,0.25,0.05,-0.04960580772794334
CYP,Wrestling,0.0,0.0,0.0,2.0,2,1996.0,0.0,1.0986123,0.2,-0.193143334709392,0.2776979814580465,-0.4491727147551792,0.5,0.25,0.05,-0.04960580772794334
CYP,Weightlifting,0.0,0.0,0.0,1.0,1,2008.0,0.0,0.6931472,0.2,-0.193143334709392,-0.006048656649228138,-0.4491727147551792,0.5,0.25,0.05,-0.120542467254762
CYP,3X3 Basketball,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
CYP,Aeronautics,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
CYP,Alpinism,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
CYP,Art Competitions,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
CYP,Artistic Swimming,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
CYP,Badminton,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
CYP,Baseball,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
CYP,Baseball/Softball,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
CYP,Basketball,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
CYP,Basque Pelota,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
CYP,Beach Volleyball,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
CYP,Boxing,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
CYP,Breaking,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
CYP,Canoe Slalom,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
CYP,Canoe Sprint,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
CYP,Canoeing,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
CYP,Cricket,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
CYP,Croquet,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
CYP,Cycling Bmx Freestyle,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
CYP,Cycling Bmx Racing,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
CYP,Cycling Mountain Bike,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
CYP,Cycling Track,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
CYP,Diving,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
CYP,Equestrian,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
CYP,Equestrianism,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
CYP,Figure Skating,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
CYP,Football,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
CYP,Golf,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
CYP,Handball,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
CYP,Hockey,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
CYP,Ice Hockey,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
CYP,Jeu De Paume,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
CYP,Karate,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
CYP,Lacrosse,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
CYP,Marathon Swimming,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
CYP,Modern Pentathlon,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
CYP,Motorboating,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
CYP,Polo,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
CYP,Racquets,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
CYP,Roque,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
CYP,Rowing,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
CYP,Rugby,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
CYP,Rugby Sevens,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
CYP,Skateboarding,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
CYP,Softball,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
CYP,Sport Climbing,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
CYP,Surfing,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
CYP,Synchronized Swimming,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
CYP,Table Tennis,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
CYP,Taekwondo,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
CYP,Trampoline Gymnastics,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
CYP,Trampolining,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
CYP,Triathlon,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
CYP,Tug-Of-War,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
CYP,Volleyball,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
CYP,Water Polo,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
CZE,Athletics,4.0,2.0,7.6000000000000005,244.0,8,2024.0,23.6,5.5012584,1.0,0.4190408230803976,3.3586929658098006,2.3455302092940844,0.7,0.25,0.05,1.2502783280734326
CZE,Shooting,2.8,3.6000000000000005,3.2,123.0,8,2024.0,18.8,4.8202815,1.0,0.294528790987559,2.882141754808961,2.3455302092940844,0.7,0.25,0.05,1.043982102858236
CZE,Canoeing,3.2,4.4,4.800000000000001,95.0,6,2016.0,23.200000000000003,4.564348,0.5,0.40866482040599444,2.703038289512337,0.5988408817632945,0.7,0.25,0.05,0.991766990750445
CZE,Tennis,2.4,2.8,4.3999999999999995,89.0,8,2024.0,17.2,4.4998097,1.0,0.2530247802899461,2.6578739209226674,2.3455302092940844,0.7,0.25,0.05,0.9588623368983333
CZE,Rowing,0.8,2.4000000000000004,1.2,69.0,8,2024.0,8.4,4.248495,1.0,0.024752721453075482,2.4820026076069484,2.3455302092940844,0.7,0.25,0.05,0.7551040673835941
CZE,Swimming,0.0,0.0,0.0,127.0,8,2024.0,0.0,4.8520303,1.0,-0.193143334709392,2.904359713015921,2.3455302092940844,0.7,0.25,0.05,0.70816610442211
CZE,Cycling,0.8,1.2,0.0,76.0,6,2016.0,4.800000000000001,4.3438053,0.5,-0.06863130261655342,2.548701197111727,0.5988408817632945,0.7,0.25,0.05,0.6190754315345091
CZE,Basketball,0.0,0.0,0.0,48.0,4,2020.0,0.0,3.8918202,1.0,-0.193143334709392,2.232399620827589,2.3455302092940844,0.7,0.25,0.05,0.540176081375027
CZE,Judo,2.4,0.0,0.0,21.0,8,2024.0,7.199999999999999,3.0910425,1.0,-0.006375286570134183,1.6720111726020381,2.3455302092940844,0.7,0.25,0.05,0.5308166030161199
CZE,Canoe Sprint,2.4,0.0,1.2,13.0,2,2024.0,8.399999999999999,2.6390574,1.0,0.024752721453075437,1.3557095963179004,2.3455302092940844,0.5,0.25,0.05,0.468580270270717
CZE,Gymnastics,0.0,0.0,0.0,50.0,6,2016.0,0.0,3.9318256,0.5,-0.193143334709392,2.2603956430057814,0.5988408817632945,0.7,0.25,0.05,0.45984062054303565
CZE,Sailing,0.0,0.8,0.0,23.0,8,2024.0,1.6,3.1780539,1.0,-0.15163932401177913,1.7329021662906208,2.3455302092940844,0.7,0.25,0.05,0.444354525229114
CZE,Beach Volleyball,0.0,0.0,0.0,26.0,7,2024.0,0.0,3.295837,1.0,-0.193143334709392,1.815327380894312,2.3455302092940844,0.7,0.25,0.05,0.4359080213917078
CZE,Table Tennis,0.0,0.0,0.0,26.0,8,2024.0,0.0,3.295837,1.0,-0.193143334709392,1.815327380894312,2.3455302092940844,0.7,0.25,0.05,0.4359080213917078
CZE,Modern Pentathlon,0.8,0.0,0.8,18.0,6,2024.0,3.2,2.944439,1.0,-0.11013531331416629,1.5694172095079613,2.3455302092940844,0.7,0.25,0.05,0.43253609352177813
CZE,Canoe Slalom,1.2,1.2,0.0,12.0,2,2024.0,6.0,2.5649493,1.0,-0.037503294593343804,1.3038483396315155,2.3455302092940844,0.5,0.25,0.05,0.4244869480759112
CZE,Artistic Gymnastics,0.0,0.0,0.0,18.0,2,2024.0,0.0,2.944439,1.0,-0.193143334709392,1.5694172095079613,2.3455302092940844,0.5,0.25,0.05,0.4130591454869985
CZE,Triathlon,0.0,0.0,0.8,20.0,7,2024.0,0.8,3.0445225,1.0,-0.17239132936058557,1.6394562344251749,2.3455302092940844,0.7,0.25,0.05,0.40646663851858805
CZE,Equestrian,0.0,0.0,0.0,12.0,2,2024.0,0.0,2.5649493,1.0,-0.193143334709392,1.3038483396315155,2.3455302092940844,0.5,0.25,0.05,0.3466669280178871
CZE,Fencing,0.0,0.0,2.4,10.0,4,2024.0,2.4,2.3978953,1.0,-0.13088731866297273,1.18694311099118,2.3455302092940844,0.7,0.25,0.05,0.32239116514841837
CZE,Wrestling,0.0,0.0,0.0,12.0,7,2020.0,0.0,2.5649493,1.0,-0.193143334709392,1.3038483396315155,2.3455302092940844,0.7,0.25,0.05,0.30803826107600873
CZE,Cycling Road,0.0,0.0,0.0,9.0,2,2024.0,0.0,2.3025851,1.0,-0.193143334709392,1.1202445214864019,2.3455302092940844,0.5,0.25,0.05,0.3007659734816087
CZE,Badminton,0.0,0.0,0.0,10.0,4,2024.0,0.0,2.3978953,1.0,-0.193143334709392,1.18694311099118,2.3455302092940844,0.7,0.25,0.05,0.27881195391592484
CZE,Weightlifting,0.0,0.0,0.0,9.0,8,2024.0,0.0,2.3025851,1.0,-0.193143334709392,1.1202445214864019,2.3455302092940844,0.7,0.25,0.05,0.26213730653973033
CZE,Football,0.0,0.0,0.0,16.0,1,2000.0,0.0,2.8332133,0.2,-0.193143334709392,1.4915809432876488,-0.4491727147551792,0.5,0.25,0.05,0.2538649327294572
CZE,Cycling Track,0.0,0.0,0.0,6.0,2,2024.0,0.0,1.9459101,1.0,-0.193143334709392,0.8706414512837515,2.3455302092940844,0.5,0.25,0.05,0.2383652059309461
CZE,Archery,0.0,0.0,0.0,7.0,3,2024.0,0.0,2.0794415,1.0,-0.193143334709392,0.9640874665724882,2.3455302092940844,0.7,0.25,0.05,0.2230980428112519
CZE,Synchronized Swimming,0.0,0.0,0.0,10.0,5,2016.0,0.0,2.3978953,0.5,-0.193143334709392,1.18694311099118,0.5988408817632945,0.7,0.25,0.05,0.19147748753938537
CZE,Cycling Mountain Bike,0.0,0.0,0.0,4.0,2,2024.0,0.0,1.609438,1.0,-0.193143334709392,0.6351764598755437,2.3455302092940844,0.5,0.25,0.05,0.17949895807889416
CZE,Golf,0.0,0.0,0.0,5.0,3,2024.0,0.0,1.7917595,1.0,-0.193143334709392,0.7627660430689046,2.3455302092940844,0.7,0.25,0.05,0.172767686935356
CZE,Boxing,0.0,0.8,0.0,7.0,3,2012.0,1.6,2.0794415,0.2,-0.15163932401177913,0.9640874665724882,-0.4491727147551792,0.7,0.25,0.05,0.11241570409711771
CZE,Marathon Swimming,0.0,0.0,0.0,2.0,2,2024.0,0.0,1.0986123,1.0,-0.193143334709392,0.2776979814580465,2.3455302092940844,0.5,0.25,0.05,0.09012933847451984
CZE,Sport Climbing,0.0,0.0,0.0,2.0,2,2024.0,0.0,1.0986123,1.0,-0.193143334709392,0.2776979814580465,2.3455302092940844,0.5,0.25,0.05,0.09012933847451984
CZE,Taekwondo,0.0,0.0,0.0,2.0,1,2024.0,0.0,1.0986123,1.0,-0.193143334709392,0.2776979814580465,2.3455302092940844,0.5,0.25,0.05,0.09012933847451984
CZE,Cycling Bmx Freestyle,0.0,0.0,0.0,1.0,1,2024.0,0.0,0.6931472,1.0,-0.193143334709392,-0.006048656649228138,2.3455302092940844,0.5,0.25,0.05,0.019192678947701186
CZE,Rhythmic Gymnastics,0.0,0.0,0.0,3.0,2,2004.0,0.0,1.3862944,0.2,-0.193143334709392,0.47901940496163004,-0.4491727147551792,0.5,0.25,0.05,0.0007245481479525515
CZE,Trampolining,0.0,0.0,0.0,3.0,3,2012.0,0.0,1.3862944,0.2,-0.193143334709392,0.47901940496163004,-0.4491727147551792,0.7,0.25,0.05,-0.037904118793925835
CZE,Equestrianism,0.0,0.0,0.0,2.0,2,2008.0,0.0,1.0986123,0.2,-0.193143334709392,0.2776979814580465,-0.4491727147551792,0.5,0.25,0.05,-0.04960580772794334
CZE,Diving,0.0,0.0,0.0,1.0,1,2000.0,0.0,0.6931472,0.2,-0.193143334709392,-0.006048656649228138,-0.4491727147551792,0.5,0.25,0.05,-0.120542467254762
CZE,3X3 Basketball,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
CZE,Aeronautics,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
CZE,Alpinism,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
CZE,Art Competitions,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
CZE,Artistic Swimming,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
CZE,Baseball,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
CZE,Baseball/Softball,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
CZE,Basque Pelota,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
CZE,Breaking,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
CZE,Cricket,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
CZE,Croquet,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
CZE,Cycling Bmx Racing,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
CZE,Figure Skating,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
CZE,Handball,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
CZE,Hockey,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
CZE,Ice Hockey,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
CZE,Jeu De Paume,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
CZE,Karate,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
CZE,Lacrosse,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
CZE,Motorboating,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
CZE,Polo,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
CZE,Racquets,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
CZE,Roque,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
CZE,Rugby,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
CZE,Rugby Sevens,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
CZE,Skateboarding,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
CZE,Softball,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
CZE,Surfing,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
CZE,Trampoline Gymnastics,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
CZE,Tug-Of-War,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
CZE,Volleyball,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
CZE,Water Polo,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
DEN,Sailing,10.8,8.399999999999999,8.0,188.0,24,2024.0,57.2,5.241747,1.0,1.2906250477302674,3.1770854670148587,2.3455302092940844,0.7,0.25,0.05,1.814985410629606
DEN,Cycling,5.6,7.6000000000000005,8.8,297.0,25,2016.0,40.8,5.6970935,0.5,0.8652089380797355,3.4957394132545394,0.5988408817632945,0.7,0.25,0.05,1.5095231540576144
DEN,Rowing,5.6000000000000005,4.4,11.200000000000001,251.0,25,2024.0,36.800000000000004,5.529429,1.0,0.7614489113357037,3.378406890518442,2.3455302092940844,0.7,0.25,0.05,1.4948924710293072
DEN,Shooting,2.4000000000000004,9.2,4.0,289.0,27,2024.0,29.6,5.669881,1.0,0.5746808631964458,3.4766958781112125,2.3455302092940844,0.7,0.25,0.05,1.3887270842300194
DEN,Swimming,2.8,4.0,6.4,378.0,28,2024.0,22.799999999999997,5.9375362,1.0,0.3982888177315911,3.664002522444238,2.3455302092940844,0.7,0.25,0.05,1.3120793134878774
DEN,Badminton,3.2,2.8,3.6,118.0,9,2024.0,18.8,4.7791233,1.0,0.294528790987559,2.8533390294081955,2.3455302092940844,0.7,0.25,0.05,1.0367814215080444
DEN,Athletics,0.0,3.6000000000000005,2.4000000000000004,277.0,30,2024.0,9.600000000000001,5.627621,1.0,0.05588072947628515,3.4471223215029427,2.3455302092940844,0.7,0.25,0.05,1.0181736014738396
DEN,Wrestling,1.6,3.6000000000000005,6.8,102.0,21,2024.0,18.8,4.634729,1.0,0.294528790987559,2.752291066740253,2.3455302092940844,0.7,0.25,0.05,1.0115194308410587
DEN,Handball,4.800000000000001,1.2,1.2,109.0,12,2024.0,18.0,4.7004805,1.0,0.2737767856387526,2.798304350737668,2.3455302092940844,0.7,0.25,0.05,1.008496348096248
DEN,Canoeing,2.4000000000000004,5.2,4.0,116.0,19,2016.0,21.6,4.762174,0.5,0.36716080970838155,2.841477905914363,0.5988408817632945,0.7,0.25,0.05,0.9973240873626225
DEN,Boxing,0.8,4.0,4.8,85.0,20,2024.0,15.2,4.454347,1.0,0.20114476691793007,2.626058947335692,2.3455302092940844,0.7,0.25,0.05,0.9145925841411783
DEN,Fencing,0.8,1.6,2.4000000000000004,229.0,18,1996.0,8.0,5.4380794,0.2,0.01437671877867226,3.3144799564290466,-0.4491727147551792,0.7,0.25,0.05,0.8162250565145732
DEN,Gymnastics,0.8,2.4000000000000004,0.8,189.0,10,1976.0,8.000000000000002,5.247024,0.2,0.014376718778672306,3.1807784492544493,-0.4491727147551792,0.7,0.25,0.05,0.782799679720924
DEN,Equestrianism,0.0,3.2,1.6,138.0,19,2016.0,8.0,4.934474,0.5,0.01437671877867226,2.9620542598920845,0.5988408817632945,0.7,0.25,0.05,0.7805193122062564
DEN,Art Competitions,0.0,4.0,3.2,104.0,5,1948.0,11.2,4.65396,0.2,0.09738474017389795,2.765749245714223,-0.4491727147551792,0.7,0.25,0.05,0.7371479938125254
DEN,Football,0.8,2.4000000000000004,0.8,91.0,11,2016.0,8.000000000000002,4.5217886,0.5,0.014376718778672306,2.673254839904275,0.5988408817632945,0.7,0.25,0.05,0.7083194572093041
DEN,Tennis,0.0,0.8,0.0,56.0,11,2024.0,1.6,4.0430512,1.0,-0.15163932401177913,2.338231909226094,2.3455302092940844,0.7,0.25,0.05,0.5956869609629823
DEN,Cycling Track,1.2,2.4,1.2,22.0,2,2024.0,9.599999999999998,3.1354942,1.0,0.05588072947628506,1.7031187166825585,2.3455302092940844,0.5,0.25,0.05,0.5709965543734864
DEN,Hockey,0.0,0.8,0.0,58.0,5,1960.0,1.6,4.0775375,0.2,-0.15163932401177913,2.362365599884259,-0.4491727147551792,0.7,0.25,0.05,0.4619852374250605
DEN,Archery,0.0,0.0,0.0,29.0,10,2024.0,0.0,3.4011974,1.0,-0.193143334709392,1.8890592212045345,2.3455302092940844,0.7,0.25,0.05,0.4543409814692635
DEN,Canoe Sprint,0.0,0.0,3.5999999999999996,17.0,2,2024.0,3.5999999999999996,2.8903718,1.0,-0.0997593106397631,1.5315807427870374,2.3455302092940844,0.5,0.25,0.05,0.45029204084158203
DEN,Cycling Road,0.0,0.0,0.0,21.0,2,2024.0,0.0,3.0910425,1.0,-0.193143334709392,1.6720111726020381,2.3455302092940844,0.5,0.25,0.05,0.4387076362605178
DEN,Equestrian,0.0,1.2,0.0,16.0,2,2024.0,2.4,2.8332133,1.0,-0.13088731866297273,1.4915809432876488,2.3455302092940844,0.5,0.25,0.05,0.42472808695513004
DEN,Weightlifting,0.8,1.6,0.0,26.0,12,1992.0,5.6000000000000005,3.295837,0.2,-0.047879297267747,1.815327380894312,-0.4491727147551792,0.7,0.25,0.05,0.39785770139839616
DEN,Diving,0.8,0.0,0.8,29.0,11,1980.0,3.2,3.4011974,0.2,-0.11013531331416629,1.8890592212045345,-0.4491727147551792,0.7,0.25,0.05,0.37271145024345825
